,,,-,,,,,,-,1200,LARGE_BONE,1,1200,QUARTZ_INFUSED_F,664,1,1.013183594,12.15820313
,,,-,,,,,,-,1200,-,-,,FLUX,60,1,0.09155273438,1.098632813
,,,,,,,,,,,,,,,,,,
,15,2258,SQUIGGLE_EGG,51,51,runite,9310,387.9166667,10800,1200,SMALL_BONE,1,1200,RUFARUM,1328,1,2.026367188,24.31640625
,,-,-,,,,,,-,1200,-,-,,RIGOB_CLOTH,1328,1,2.026367188,24.31640625
,,-,-,,,,,,-,1200,-,-,,NATURE_KEY,1,1,0.001525878906,0.01831054688
,,,,,,,,,,,,,,,,,,
,16,2227,LOSSUTH,50,50,runite,41,1.708333333,8400,1200,-,-,,LOSSUTH_SCALE,664,2,1.013183594,24.31640625
,,,-,,,,,,-,1200,-,-,,LOSSUTH_TEETH,664,1,1.013183594,12.15820313
,,,,,,,,,,,,,,,,,,
,17,2196,OBGORA,48,48,ada,45,1.875,8400,1200,-,-,,AQUA_KEY,437,1,0.666809082,8.001708984
,,,,,,,,,-,1200,-,-,,SCORCHING_BODY,8,1,0.01220703125,0.146484375
,,,,,,,,,,,,,,,,,,
,18,2164,SNUFFLEQUARG,57,57,runite,4213,175.5416667,8400,1800,LARGE_BONE,1,1800,LEAF_FRAGMENTS,1328,4,2.026367188,145.8984375
,,,,,,,,,-,1800,-,-,,ANURGAT,1328,1,2.026367188,36.47460938
,,,,,,,,,-,1800,-,-,,BARK_CHUNK,664,1,1.013183594,18.23730469
,,,,,,,,,,,,,,,,,,
,19,2133,SNAPPER_BUG,50,50,runite,41,1.708333333,6000,1800,MEDIUM_BONE,1,1800,HURA_ROOT,1328,1,2.026367188,36.47460938
,,,-,,,,,,-,1800,-,-,,NATURE_KEY,291,1,0.4440307617,7.992553711
,,,,,,,,,,,,,,,,,,
,20,2102,ARCANE_DRAGON,58,58,runite,3184,132.6666667,6000,1800,DRAGON_BONE,1,1800,DRAGON_TEETH,664,1,1.013183594,18.23730469
,,,-,,,,,,-,1800,-,-,,MASTER_BOOTS,8,1,0.01220703125,0.2197265625
,,,,,,,,,,,,,,,,,,
,21,2071,BANOXNID,40,40,ada-ds amulet,2566,106.9166667,6000,1800,STRING,2,3600,POISON,10000,1,15.25878906,274.6582031
,,,,,,,,,,1800,,,,SCORCHING_COWL,8,1,0.01220703125,0.2197265625
,,,,,,,,,,,,,,,,,,
,22,2040,GRAND_TREE_IMP,36,36,ada-ds amulet,2104,87.66666667,6000,1800,WILLOW_LOG,1,1800,MITHRIL_AXE,3320,1,5.065917969,91.18652344
,,,,,,,,,,1800,,,,MASTER_BODY,8,1,0.01220703125,0.2197265625
,,,,,,,,,,,,,,,,,,
,23,2012,ELDER_BURGOF,36,36,ada-ds amulet,1667,69.45833333,4800,1800,MEDIUM_BONE,1,1800,BLUECANAR,750,2,1.14440918,41.19873047
,,,,,,,,,,,,,,,,,,
,24,1984,DRAGON_FROG,36,36,ada-ds amulet,985,41.04166667,4800,1800,SMALL_BONE,1,1800,BECARA_GRASS,1328,1,2.026367188,36.47460938
,,,,,,,,,,,,,,,,,,
,25,1956,NATURARACNID,24,24,mithiril-ds amulrt,716,29.83333333,3600,2400,STRING,1,2400,-,-,-,,
,,,,,,,,,,,,,,,,,,
,26,1922,UFFINCH,23,23,no gears-dragonestone amulet,479,19.95833333,3600,2400,FEATHER,5,12000,LEAF_FRAGMENTS,1200,1,1.831054688,43.9453125
,,,,,,,,,,2400,SMALL_BONE,1,2400,QUARTZ_INFUSED_F,600,1,0.9155273438,21.97265625
,,,,,,,,,,,,,,,,,,
,27,1891,GROG_TOAD,15,15,Iron-dragonestone amulet,48,2,2880,2400,SMALL_BONE,1,2400,POISON,6640,1,10.13183594,243.1640625
,,,,,,,,,,2400,,,,FLIXORA,1200,1,1.831054688,43.9453125
,,,,,,,,,,,,,,,,,,
,28,1860,NATUOW,10,10,Iron-dragonestone amulet,26,1.083333333,2400,2400,SMALL_BONE,1,2400,-,-,-,,
,,,,,,,,,,2400,NATUOW_HIDE,1,2400,-,-,-,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,g reward ,,,,,,,,,,,,,,,
,,,string ,,,,,,,,,,,,,,,
,,,poison,,,,,,,,,,,,,,,
,,,flux,,,,,,,,,,,,,,,
